Coord.,Distance (m),Num_brick_wall,Num_wood_wall,Num_glass_wall,Num_drywall,Num_column,PL (dB),Comments
A-52,23.37683094,6,0,0,0,0,122,
B-52,23.2266275,6,0,0,0,0,115,
C-52,23.11874186,6,0,0,0,0,122,
D-52,23.05376813,6,0,0,0,0,108,
E-52,23.03206949,6,0,0,0,0,114,
F-52,23.05376813,5,0,0,0,0,85,
G-52,23.11874186,3,0,0,0,0,91,
H-52,23.2266275,3,0,0,0,0,90,
J-52,23.56854312,3,1,0,0,0,119,
K-52,23.80076102,6,0,0,0,0,110,
L-52,24.07231241,6,0,0,0,0,111,
M-52,24.38188313,7,0,0,0,0,116,
N-52,24.72804531,7,0,0,0,0,106,
O-52,25.10928563,7,1,0,0,0,116,
P-52,25.5240323,6,1,0,0,0,117,
A-53,24.36136747,6,0,0,0,0,120,
B-53,24.21727121,6,0,0,0,0,116,
C-53,24.11381813,6,0,0,0,0,116,
D-53,24.0515327,6,0,0,0,0,117,
E-53,24.03073501,6,0,0,0,0,118,
F-53,24.0515327,5,0,0,0,0,86,
G-53,24.11381813,3,0,0,0,0,97,
H-53,24.21727121,3,0,0,0,0,94,
I-53,24.36136747,4,0,0,0,0,112,
J-53,24.54539112,4,0,0,0,0,111,
K-53,24.76845221,6,0,0,0,0,113,
L-53,25.02950709,6,0,0,0,0,111,
M-53,25.32738093,6,0,0,0,0,117,
N-53,25.66079159,6,1,0,0,0,113,
O-53,26.02837346,7,1,0,0,0,116,
P-53,26.42870078,7,0,0,0,0,112,
C-54,25.10928563,7,0,0,0,0,117,
D-54,25.04947554,7,0,0,0,0,111,
E-54,25.02950709,7,0,0,0,0,104,
F-54,25.04947554,5,0,0,0,0,89,
G-54,25.10928563,4,0,0,0,0,99,
H-54,25.20865377,3,0,0,0,0,91,
I-54,25.34711473,4,0,0,0,0,111,
J-54,25.5240323,4,0,0,0,0,109,
K-54,25.7386135,5,0,0,0,0,116,
N-54,26.59842524,7,0,0,0,0,118,
O-54,26.95322291,6,0,0,0,0,123,
A-55,26.33393675,7,0,0,0,0,117,
B-55,26.20069131,7,0,0,0,0,116,
C-55,26.1050996,7,0,0,0,0,121,
D-55,26.04757618,7,0,0,0,0,118,
E-55,26.02837346,7,0,0,0,0,115,
F-55,26.04757618,5,0,0,0,0,92,
G-55,26.1050996,4,0,0,0,0,94,
H-55,26.20069131,3,0,0,0,0,92,
I-55,26.33393675,4,0,0,0,0,110,
J-55,26.50426805,4,0,0,0,0,115,
K-55,26.71097574,3,0,0,0,0,110,
N-55,27.54044707,7,0,0,0,0,120,
O-55,27.88326066,6,1,0,0,0,116,
A-56,27.32171709,7,0,0,0,0,111,
B-56,27.19331214,7,0,0,0,0,114,
C-56,27.10122184,7,0,0,0,0,118,
D-56,27.04581714,7,0,0,0,0,112,
E-56,27.02732367,7,0,0,0,0,122,
F-56,27.04581714,5,0,0,0,0,92,
G-56,27.10122184,4,0,0,0,0,95,
H-56,27.19331214,3,0,0,0,0,94,
I-56,27.32171709,4,0,0,0,0,113,
J-56,27.48592776,4,0,0,0,0,122,
K-56,27.68530702,3,1,0,0,0,118,
O-56,28.8179844,7,0,0,0,0,122,
P-56,29.18006554,7,0,0,0,0,123,
A-57,28.31035544,7,0,0,0,0,122,
B-57,28.18645464,7,0,0,0,0,121,
C-57,28.09761956,7,0,0,0,0,119,
D-57,28.04418344,7,0,0,0,0,110,
E-57,28.02634876,7,0,0,0,0,108,
F-57,28.04418344,6,0,0,0,0,94,
G-57,28.09761956,4,0,0,0,0,96,
H-57,28.18645464,3,0,0,0,0,94,
I-57,28.31035544,4,0,0,0,0,110,
J-57,28.46886413,4,0,0,0,0,117,
K-57,28.66140654,4,0,0,0,0,113,
L-57,28.88730214,5,0,0,0,0,113,
N-57,29.43596822,6,0,0,0,0,123,
O-57,29.75695255,7,0,0,0,0,123,
P-57,30.10774361,7,0,0,0,0,119,
,,,,,,,,
